linkedin_id,full_name,race,gender,age,job_title,state,city,zip_code,salary,num_years_at_job
2127,Tine Bowser,Hispanic,Female,52,Operator,New York,New York City,10203,21656.19,11
2128,Deeanne Morville,Hispanic,Female,51,Help Desk Technician,New York,Yonkers,10705,15979.44,11
2129,Morty Danne,White,Male,22,Registered Nurse,New York,Mount Vernon,10557,24563.83,11
2130,Ragnar Conquer,Black,Male,43,Accountant,New York,Rochester,14624,16370.47,11
2131,Sadie Butchers,Black,Female,64,Welder,New York,Buffalo,14276,23302.18,19
2132,Shanie Blackler,White,Female,18,VP Product Management,New York,Brooklyn,11225,24667.12,19
2133,Osbourne Celes,White,Male,40,Editor,New York,New York City,10115,20044.11,5
2134,Simona Onions,White,Female,63,Technical Writer,New York,Buffalo,14220,20615.11,20
2135,Orland Arnoll,White,Male,51,Assistant Professor,New York,Syracuse,13217,19259.87,16
2136,Mavra Kusick,White,Female,63,Desktop Support Technician,New York,Syracuse,13217,24701.69,15
2137,Rey Galiford,White,Male,29,Administrative Officer,New York,Rochester,14652,22282.32,8
2138,Nikolai Pattemore,Hispanic,Male,36,VP Accounting,New York,New York City,10004,17188.9,13
2139,Hubie Rubartelli,White,Male,54,Business Systems Development Analyst,New York,Buffalo,14269,24285.96,3
2140,Konstantine Martinet,White,Male,66,Welder,New York,Buffalo,14233,16251.57,12
2141,Calli Deeprose,White,Female,33,Registered Nurse,New York,Brooklyn,11231,24496.48,5
2142,Ainslie Twelvetree,Hispanic,Female,33,Welder,New York,New York City,10165,21110.36,19
2143,Auroora Delacour,White,Female,23,Nurse Practitioner,New York,Bronx,10454,23372.42,4
2144,Keeley Aireton,Hispanic,Female,50,Pharmacist,New York,Brooklyn,11236,19552.37,12
2145,Shellie Triner,Black,Female,24,Administrative Officer,New York,Rochester,14614,20953.56,9
2146,Cookie McCowan,White,Female,34,Professor,New York,New York City,10034,23668.73,19
2147,Eartha Megroff,Other,Female,56,Welder,New York,Buffalo,14220,17481.24,16
2148,Elva Wylie,White,Female,50,Systems Administrator,New York,Elmira,14905,15268.78,6
2149,Natassia Treppas,Black,Female,56,Technical Writer,New York,New York City,10131,24708.88,14
2150,Krispin Cuncliffe,White,Male,40,Graphic Designer,New York,New York City,10034,22897.96,12
2151,Roxana Ferras,White,Female,69,Software Developer,New York,New York City,10203,21600.65,16
2152,Sibelle Alenichicov,White,Female,64,Welder,New York,Albany,12205,20963.91,18
2153,Dimitri Dunhill,White,Male,62,VP Product Management,New York,Schenectady,12305,21541.42,17
2154,Osmond Mayne,White,Male,70,Web Designer,New York,Utica,13505,17138.58,10
2155,Thomasin Vogel,Other,Female,40,Research Assistant,New York,Buffalo,14210,16548.79,4
2156,Man Folbig,Asian,Male,28,Executive Secretary,New York,Jamaica,11407,15939.68,1
2157,Artemus Ead,Hispanic,Male,43,Legal Assistant,New York,New York City,10155,16656.59,3
2158,Jemmy Dorking,White,Female,30,Welder,New York,Schenectady,12325,18230.18,4
2159,Raffaello Rosso,Hispanic,Male,56,Help Desk Technician,New York,Albany,12247,21095.28,15
2160,Thedrick Diddams,White,Male,64,Statistician,New York,Albany,12242,21137.93,13
2161,Annabal Paten,White,Female,42,VP Product Management,New York,Bronx,10464,23825.45,7
2162,Corey Trippick,White,Female,20,Legal Assistant,New York,Jamaica,11470,22783.3,9
2163,Aili Casillis,White,Female,18,Technical Writer,New York,Jamaica,11436,21891.05,5
2164,Reeva Haithwaite,Hispanic,Female,50,Legal Assistant,New York,New York City,10115,20918.67,18
2165,Tobin Fergie,White,Male,20,Financial Analyst,New York,New York City,10024,21598.37,16
2166,Clo Leebetter,White,Female,66,Associate Professor,New York,New York City,10184,22878.34,3
2167,Bearnard Cazereau,White,Male,57,Marketing Assistant,New York,Bronx,10469,21793.77,6
2168,Titos Shann,White,Male,35,Graphic Designer,New York,Brooklyn,11210,17139.23,20
2169,Sergent Ferries,White,Male,52,Research Associate,New York,Syracuse,13210,20905.84,13
2170,Alla MacCahey,White,Female,34,Teacher,New York,Brooklyn,11231,22293.65,16
2171,Kinny Hayward,White,Male,68,Director of Sales,New York,Syracuse,13210,20953.04,1
2172,Gard Longbone,White,Male,45,Account Coordinator,New York,New Hyde Park,11044,23826.25,18
2173,Tasha Cuffley,Black,Female,36,Graphic Designer,New York,New York City,10270,21880.32,3
2174,Alasdair Jackett,Hispanic,Male,21,Welder,New York,Brooklyn,11225,15733,1
2175,Wini Duiged,White,Female,20,Tax Accountant,New York,Brooklyn,11205,24859.13,15
2176,Olivette Sowray,Asian,Female,65,Electrician,New York,Rochester,14624,15381.95,2
2177,Jayme Canto,White,Male,58,Librarian,New York,Buffalo,14269,20489.16,5
2178,Gavan Bradnick,White,Male,52,Senior Financial Analyst,New York,New York City,10079,16164.81,10
2179,Kimmy O'Currigan,White,Female,33,Senior Developer,New York,Buffalo,14225,16692.43,16
2180,Romy Ashford,Other,Female,41,Account Executive,New York,Bronx,10469,18257.45,7
2181,Burtie Courtman,White,Male,20,Dental Hygienist,New York,Flushing,11355,17323.09,19
2182,Romonda MacLaig,White,Female,49,Legal Assistant,New York,Syracuse,13217,19863.74,13
2183,Charyl Ife,American Indian & Alaska Native,Female,48,Electrician,New York,New York City,10014,22629.52,8
2184,Inglis Baldetti,White,Male,62,Clinical Specialist,New York,Syracuse,13224,22139.51,14
2185,Carlina Boomes,Black,Female,29,Electrician,New York,Jamaica,11470,21228.54,5
2186,Chloe Stidever,White,Female,40,Geologist,New York,New York City,10045,17236.02,20
2187,Suellen Toffoloni,Hispanic,Female,49,Safety Technician,New York,New York City,10045,24254.46,10
2188,Dev Stockbridge,White,Male,51,Operator,New York,Syracuse,13224,18347.31,3
2189,Debbie Talks,White,Female,24,Registered Nurse,New York,Brooklyn,11225,22201.01,14
2190,Deerdre Thoms,Black,Female,64,Staff Scientist,New York,New York City,10120,21569.06,2
2191,Sadye Brunker,Hispanic,Female,56,Software Developer,New York,Jamaica,11470,22278.19,15
2192,Silvio Nunson,Hispanic,Male,66,Administrative Officer,New York,Schenectady,12305,20223.01,11
2193,Tommie Lashmore,Other,Female,26,Electrician,New York,Hicksville,11854,17020.4,8
2194,Marco Camelli,White,Male,33,Research Assistant,New York,New York City,10150,17485.74,18
2195,Marco Jereatt,White,Male,49,Assistant Manager,New York,Bronx,10469,15408.57,6
2196,Hamnet Calcott,White,Male,49,Help Desk Operator,New York,Buffalo,14210,19602.32,6
2197,Deedee Telezhkin,Black,Female,35,Database Administrator,New York,New York City,10155,16160,15
2198,Carlo Morcom,White,Male,51,Recruiter,New York,Albany,12227,15990.05,5
2199,Felicio Bracknell,White,Male,60,Staff Scientist,New York,New York City,10060,21406.8,8
2200,Aymer Fradson,Hispanic,Male,53,Financial Advisor,New York,New York City,10170,23730.86,5
2201,Jacky Wilding,White,Female,48,Biostatistician,New York,New York City,10131,23728.22,18
2202,Birgit Vayne,White,Female,27,Account Coordinator,New York,Albany,12232,23606.38,20
2203,Alastair Boards,American Indian & Alaska Native,Male,29,Biostatistician,New York,New York City,10029,16158.66,5
2204,Eadith Lutzmann,Black,Female,31,Software Developer,New York,Albany,12237,23788,20
2205,Andrej Caswell,Hispanic,Male,55,Staff Scientist,New York,Buffalo,14205,23124.84,1
2206,Toni Lourenco,Black,Female,63,VP Accounting,New York,New Hyde Park,11044,15280.59,14
2207,Zaria Napthine,Black,Female,57,VP Marketing,New York,Albany,12227,17622.05,10
2208,Glynn Deschlein,White,Male,58,Marketing Manager,New York,Brooklyn,11241,17941.12,2
2209,Brittney Hayne,Hispanic,Female,25,Electrician,New York,New York City,10280,23465.87,8
2210,Laurent Simeon,Other,Male,26,Software Developer,New York,Rochester,14614,21305.72,2
2211,Darb Giovanardi,Black,Female,64,Electrician,New York,New York City,10165,20131.43,5
2212,Link Fosdick,White,Male,46,Electrician,New York,Syracuse,13251,23263.6,9
2213,Starlene Giovani,White,Female,33,Executive Secretary,New York,New York City,10175,20178.54,10
2214,Bastian Arnaut,Asian,Male,54,Nurse Practitioner,New York,Brooklyn,11236,16117.93,7
2215,Aube Crudgington,White,Male,41,Software Developer,New York,White Plains,10606,21744.7,15
2216,Winny Conkling,White,Male,40,Office Assistant,New York,Albany,12242,21869.02,4
2217,Kerstin Alpin,White,Female,62,General Manager,New York,Staten Island,10305,19215.72,9
2218,Bronnie Jury,Hispanic,Male,38,Data Coordiator,New York,Bronx,10459,17472.24,10
2219,Shay Lynnett,White,Male,39,Occupational Therapist,New York,New York City,10175,22336.01,8
2220,Izaak Tyler,White,Male,30,Health Coach,New York,Syracuse,13217,19157.96,2
2221,Melonie Torrese,Asian,Female,62,Research Nurse,New York,New York City,10203,18155.9,8
2222,Hillary Cudde,White,Male,33,Systems Administrator,New York,Jamaica,11431,22214.76,1
2223,Laurie Laba,White,Male,56,Marketing Manager,New York,Port Washington,11054,21656.19,16
2224,Sisely Mac Giolla Pheadair,Hispanic,Female,18,Geologist,New York,Brooklyn,11231,15979.44,14
2225,Barny Brigstock,White,Male,49,Senior Developer,New York,New York City,10150,24563.83,20
2226,Field Arber,White,Male,37,Electrician,New York,Bronx,10454,16370.47,6
2227,Thorn Spary,Black,Male,58,Dental Hygienist,New York,New Hyde Park,11044,23302.18,19
2228,Guillaume Cruz,White,Male,55,Software Developer,New York,Port Washington,11054,24667.12,5
2229,Malena Jahnig,White,Female,56,Buget Analyst,New York,Staten Island,10310,20044.11,11
2230,Rafaellle Corbet,White,Male,67,Statistician,New York,New York City,10099,20615.11,1
2231,Shelli Habbes,White,Female,49,Electrician,New York,Syracuse,13210,19259.87,1
2232,Butch Figura,Hispanic,Male,39,Teacher,New York,Flushing,11388,24701.69,9
2233,Toddie enzley,White,Male,28,Financial Advisor,New York,New York City,10275,22282.32,17
2234,Alene Dalgarnocht,White,Female,23,Electrician,New York,Yonkers,10705,17188.9,12
2235,Holden Cheson,White,Male,57,Software Developer,New York,Elmira,14905,24285.96,1
2236,Stanislaw Chapelle,White,Male,36,Staff Scientist,New York,Syracuse,13251,16251.57,19
2237,Maible Olford,White,Female,59,Financial Advisor,New York,Buffalo,14205,24496.48,2
2238,Burke Spehr,Black,Male,52,Data Coordiator,New York,New York City,10099,21110.36,8
2239,Katrine MacMeekan,White,Female,69,Community Outreach Specialist,New York,Albany,12210,23372.42,20
2240,Dottie Waterstone,White,Female,50,Web Designer,New York,New York City,10155,19552.37,19
2241,Byram Domingues,White,Male,53,Systems Administrator,New York,Albany,12247,20953.56,14
2242,Valentine Charnley,Black,Female,28,Teacher,New York,Albany,12262,23668.73,15
2243,Daisi MacPadene,Other,Female,20,Environmental Tech,New York,Flushing,11355,17481.24,20
2244,Amerigo Craddy,Black,Male,32,Recruiting Manager,New York,New York City,10115,15268.78,18
2245,Gifford Palomba,Black,Male,43,Electrician,New York,Rochester,14609,24708.88,6
2246,Martainn Gainor,White,Male,27,Research Assistant,New York,Jamaica,11480,22897.96,4
2247,Marthe Molesworth,Hispanic,Female,62,Software Developer,New York,New York City,10034,21600.65,13
2248,Marlene Danzelman,White,Female,33,Editor,New York,Buffalo,14210,20963.91,3
2249,Corie Buckle,White,Female,18,Software Developer,New York,Buffalo,14220,21541.42,13
2250,Roseanna Jellis,Hispanic,Female,50,Electrician,New York,New York City,10275,17138.58,13
2251,Elene Trundell,Black,Female,38,Staff Scientist,New York,White Plains,10633,16548.79,16
2252,Ynes Sedgwick,White,Female,64,Buget Analyst,New York,New York City,10120,15939.68,6
2253,Gael Duggon,White,Female,52,Senior Editor,New York,New York City,10150,16656.59,10
2254,Vi Nealon,Black,Female,70,Electrician,New York,Buffalo,14225,18230.18,2
2255,Gertrudis Lemoir,Hispanic,Female,58,VP Marketing,New York,Mount Vernon,10557,21095.28,20
2256,Norbert MacKimm,White,Male,28,Statistician,New York,Jamaica,11407,21137.93,7
2257,Nahum Merrin,White,Male,53,Human Resources,New York,Jamaica,11480,23825.45,5
2258,Georges Robb,White,Male,26,Environmental Tech,New York,Jamaica,11499,22783.3,3
2259,Benedick Pesek,White,Male,60,Nurse Practitioner,New York,Syracuse,13224,21891.05,9
2260,Michal Sinott,Hispanic,Male,60,Payment Adjustment Coordinator,New York,Port Washington,11054,20918.67,8
2261,Jaynell Brien,White,Female,60,Junior Executive,New York,New York City,10060,21598.37,17
2262,Luisa Iwanczyk,White,Female,57,Account Coordinator,New York,Albany,12237,22878.34,13
2263,Bob Brazier,White,Male,56,Software Developer,New York,Syracuse,13224,21793.77,15
2264,Bar Lardge,White,Male,52,Food Chemist,New York,Schenectady,12305,17139.23,8
2265,Jemima Beaver,White,Female,46,Desktop Support Technician,New York,Syracuse,13251,20905.84,9
2266,Candace Jepp,White,Female,54,Electrician,New York,Brooklyn,11254,22293.65,10
2267,Lee Coton,White,Female,19,Executive Secretary,New York,Albany,12222,20953.04,8
2268,Corry Buffy,Hispanic,Female,40,Speech Pathologist,New York,Rochester,14624,23826.25,4
2269,Tracie Belleny,White,Female,56,Software Developer,New York,New York City,10292,21880.32,3
2270,Bernetta Gutherson,White,Female,19,VP Marketing,New York,Brooklyn,11231,15733,1
2271,Galen Birtwhistle,White,Male,30,Marketing Manager,New York,Jamaica,11407,24859.13,3
2272,Jannel Avramovitz,White,Female,58,Professor,New York,Buffalo,14205,15381.95,18
2273,Kellby Shawyers,White,Male,20,Help Desk Operator,New York,Jamaica,11447,20489.16,4
2274,Cori Kulic,Asian,Male,43,Automation Specialist,New York,New York City,10150,16164.81,2
2275,Ainslie Donaher,White,Female,65,Account Coordinator,New York,New York City,10165,16692.43,20
2276,Mackenzie Gepheart,White,Male,48,Marketing Assistant,New York,Schenectady,12305,18257.45,16
2277,Edee Bour,White,Female,60,Electrician,New York,Syracuse,13205,17323.09,11
2278,Jeanine Alcido,White,Female,65,Desktop Support Technician,New York,New York City,10280,19863.74,14
2279,Efrem Yaakov,Black,Male,67,Senior Cost Accountant,New York,Jamaica,11407,22629.52,20
2280,Janene Boddice,White,Female,51,Assistant Manager,New York,Albany,12222,22139.51,12
2281,Leighton Eilles,White,Male,69,Geologist,New York,Rochester,14652,21228.54,4
2282,Nobie Wisniowski,Black,Male,19,Nurse Practitioner,New York,Bronx,10454,17236.02,4
2283,Laverne Mishow,White,Female,47,Office Assistant,New York,Bronx,10474,24254.46,15
2284,Roxie Rozier,Asian,Female,25,Health Coach,New York,New York City,10203,18347.31,13
2285,Laurent Alpine,White,Male,61,Electrician,New York,Buffalo,14220,22201.01,1
2286,Vail Spearing,White,Male,50,Marketing Assistant,New York,Staten Island,10305,21569.06,7
2287,Cesar Ipplett,Black,Male,24,Software Developer,New York,New York City,10019,22278.19,17
2288,Bethina Tregale,White,Female,62,Account Coordinator,New York,White Plains,10633,20223.01,6
2289,Clay Crossan,White,Male,55,Buget Analyst,New York,Jamaica,11431,17020.4,1
2290,Rupert Hollier,Hispanic,Male,56,Senior Financial Analyst,New York,New York City,10090,17485.74,19
2291,Ingra Bynert,Hispanic,Male,36,Executive Assistant,New York,New York City,10120,15408.57,11
2292,Storm Bowick,White,Female,60,Desktop Support Technician,New York,Brooklyn,11220,19602.32,17
2293,Kettie Mournian,Hispanic,Female,39,Junior Executive,New York,Albany,12227,16160,20
2294,Vanya Dunthorn,White,Male,31,Accountant,New York,New York City,10115,15990.05,7
2295,Maren Zarfai,White,Female,62,Paralegal,New York,New York City,10024,21406.8,2
2296,Alidia Ponten,White,Female,56,Software Developer,New York,Yonkers,10705,23730.86,5
2297,Maude Osmint,White,Female,50,Speech Pathologist,New York,New York City,10060,23728.22,2
2298,Roger Konmann,White,Male,33,Executive Assistant,New York,Rochester,14609,23606.38,1
2299,Donaugh Dounbare,White,Male,67,Electrician,New York,Buffalo,14225,16158.66,15
2300,Jerrie Mayger,White,Male,39,Account Executive,New York,Buffalo,14269,23788,4
2301,Ody O'Duggan,White,Male,53,Electrician,New York,New York City,10175,23124.84,8
2302,Timothy Smith,Asian,Male,69,Software Developer,New York,Albany,12237,15280.59,16
2303,Felicia Tuffield,Black,Female,66,Cost Accountant,New York,New York City,10184,17622.05,18
2304,Norma Wilfing,White,Female,49,Senior Financial Analyst,New York,Buffalo,14220,17941.12,20
2305,Waly Blodgett,White,Female,35,Database Administrator,New York,New York City,10175,23465.87,13
2306,Alasdair Videneev,Hispanic,Male,54,Business Systems Development Analyst,New York,Bronx,10464,21305.72,16
2307,Creight Hefforde,White,Male,47,Recruiting Manager,New York,Syracuse,13205,20131.43,5
2308,Mead Cockaday,Hispanic,Female,43,Database Administrator,New York,Bronx,10459,23263.6,1
2309,Evvie Gurys,White,Female,34,Administrative Officer,New York,Albany,12227,20178.54,14
2310,Cherida Delph,Black,Female,68,Nurse Practitioner,New York,Staten Island,10310,16117.93,16
2311,Franchot Hulse,White,Male,46,Accountant,New York,Brooklyn,11254,21744.7,18
2312,Alain Clandillon,Black,Male,41,Systems Administrator,New York,Brooklyn,11231,21869.02,5
2313,Amby Weatherburn,White,Male,48,Software Developer,New York,Albany,12242,19215.72,5
2314,Joaquin Kemme,White,Male,54,Assistant Manager,New York,Syracuse,13205,17472.24,13
2315,Raquela Keighley,Hispanic,Female,63,Electrician,New York,Buffalo,14210,22336.01,12
2316,Shelagh Nanninini,White,Female,66,Financial Analyst,New York,Albany,12232,19157.96,10
2317,Sherm Cossem,White,Male,19,Social Worker,New York,New York City,10115,18155.9,5
2318,Emmery Pummell,White,Male,35,Senior Cost Accountant,New York,Buffalo,14210,22214.76,17
2319,Toddie Moye,White,Male,53,Software Developer,New York,Bronx,10469,21656.19,2
2320,Fianna Clausner,Asian,Female,29,Financial Advisor,New York,New York City,10060,15979.44,2
2321,Ad Semple,White,Male,39,Software Developer,New York,Albany,12227,24563.83,10
2322,Trumann Giacopelo,White,Male,19,VP Marketing,New York,Rochester,14619,16370.47,2
2323,Mortie Tonks,White,Male,65,Food Chemist,New York,Rochester,14609,23302.18,9
2324,Bradney Michin,White,Male,44,General Manager,New York,Utica,13505,24667.12,9
2325,Katya Rishworth,Hispanic,Female,22,Senior Developer,New York,New York City,10270,20044.11,9
2326,Bobbye Rodinger,White,Female,44,Food Chemist,New York,White Plains,10606,20615.11,5
2327,Lorne Binning,White,Male,50,VP Marketing,New York,Buffalo,14225,19259.87,1
2328,Guillaume Moodie,White,Male,26,Office Assistant,New York,New York City,10249,24701.69,3
2329,Sumner Dreghorn,White,Male,33,Office Assistant,New York,New York City,10029,22282.32,1
2330,Aeriela Wardhough,White,Female,27,VP Quality Control,New York,Buffalo,14233,17188.9,2
2331,Phyllida Candey,Black,Female,27,Physical Therapy Assistant,New York,Albany,12247,24285.96,1
2332,Eddy Dorrian,White,Female,70,Tax Accountant,New York,New York City,10203,16251.57,17
2333,Elnar Senechault,White,Male,44,Electrician,New York,Buffalo,14215,24496.48,9
2334,Ronald McMylor,White,Male,39,Research Assistant,New York,Albany,12255,21110.36,1
2335,Tandi Fuentes,Hispanic,Female,51,Office Assistant,New York,Rochester,14639,23372.42,6
2336,Dotti Borwick,White,Female,39,Electrician,New York,New York City,10110,19552.37,12
2337,Alwin Abrahamian,Hispanic,Male,19,Buget Analyst,New York,Schenectady,12305,20953.56,19
2338,Valeda Flippelli,White,Female,38,Software Developer,New York,Albany,12242,23668.73,4
2339,Matias Pilley,White,Male,69,VP Sales,New York,New York City,10090,17481.24,1
2340,Othelia Edmons,White,Female,70,Marketing Assistant,New York,New York City,10039,15268.78,5
2341,Tedmund Daintry,Black,Male,52,Assistant Professor,New York,Mount Vernon,10557,24708.88,2
2342,Valaria Ellacott,White,Female,35,Web Designer,New York,New York City,10024,22897.96,15
2343,Berne Giampietro,Black,Male,28,Sales Associate,New York,New York City,10203,21600.65,19
2344,Derek Loughhead,White,Male,67,Clinical Specialist,New York,New York City,10034,20963.91,3
2345,Yancy Rousel,White,Male,38,Business Systems Development Analyst,New York,Jamaica,11407,21541.42,18
2346,Merrilee Royal,White,Female,70,Statistician,New York,Yonkers,10705,17138.58,3
2347,Dukie Farragher,White,Male,71,Human Resources,New York,Brooklyn,11241,16548.79,14
2348,Tasha Wenderoth,Asian,Female,30,Assistant Professor,New York,New York City,10155,15939.68,14
2349,Guglielma Mynett,Black,Female,55,General Manager,New York,Buffalo,14269,16656.59,6
2350,Vallie Veschambre,Black,Female,46,Librarian,New York,Albany,12210,18230.18,3
2351,Isa Baddow,Hispanic,Female,48,Staff Scientist,New York,White Plains,10606,21095.28,19
2352,Edwin Nertney,White,Male,29,Software Developer,New York,Jamaica,11407,21137.93,1
2353,Filippa Marzelo,Black,Female,67,VP Marketing,New York,Rochester,14646,23825.45,11
2354,Billye Erskin,White,Female,60,Quality Control Specialist,New York,Buffalo,14233,22783.3,15
2355,Maryellen Cockney,White,Female,56,Staff Scientist,New York,Syracuse,13224,21891.05,8
2356,Elladine Giacomelli,White,Female,45,Registered Nurse,New York,New York City,10039,20918.67,19
2357,Toma Monkhouse,White,Female,70,Accountant,New York,Rochester,14639,21598.37,4
2358,Nickie Gallagher,White,Male,32,Recruiting Manager,New York,New Hyde Park,11044,22878.34,10
2359,Joellen Donat,White,Female,50,Occupational Therapist,New York,Flushing,11388,21793.77,8
2360,Lannie Dedon,White,Male,27,Safety Technician,New York,Utica,13505,17139.23,4
2361,Aguie Middiff,Black,Male,59,Teacher,New York,Bronx,10454,20905.84,10
2362,Janessa McCloughen,White,Female,21,Environmental Specialist,New York,New York City,10019,22293.65,16
2363,Stace Pattington,American Indian & Alaska Native,Female,29,Sales Associate,New York,New York City,10099,20953.04,14
2364,Elana Fowgies,White,Female,55,Associate Professor,New York,Rochester,14609,23826.25,1
2365,Sarena Vobes,Hispanic,Female,36,Research Assistant,New York,New York City,10090,21880.32,6
2366,Brose Lewzey,White,Male,24,Human Resources,New York,Mount Vernon,10557,15733,14
2367,Reidar McKnish,Asian,Male,18,Registered Nurse,New York,Buffalo,14233,24859.13,20
2368,Minnaminnie Melmore,White,Female,53,Sales Associate,New York,New York City,10125,15381.95,7
2369,Gerta Biddell,White,Female,51,VP Marketing,New York,Buffalo,14263,20489.16,18
2370,Chandler Lytle,White,Male,31,Sales Associate,New York,Syracuse,13251,16164.81,2
2371,Leonard Rikkard,Black,Male,59,Marketing Manager,New York,Brooklyn,11247,16692.43,12
2372,Bartolomeo Surmeyers,Asian,Male,31,Automation Specialist,New York,New York City,10099,18257.45,10
2373,Deeyn Kingsley,Black,Female,57,Professor,New York,New York City,10004,17323.09,3
2374,Wildon Jacks,Asian,Male,69,Sales Associate,New York,Staten Island,10310,19863.74,19
2375,Lucias Fuzzens,White,Male,47,Software Developer,New York,Albany,12255,22629.52,5
2376,Arabele Tonnesen,Hispanic,Female,50,Sales Associate,New York,Utica,13505,22139.51,5
2377,Karyl Etherson,Hispanic,Female,42,Operator,New York,New York City,10280,21228.54,20
2378,Wally Grabham,Asian,Male,31,Help Desk Operator,New York,Buffalo,14205,17236.02,6
2379,Opaline Healy,White,Female,21,Software Developer,New York,Albany,12210,24254.46,16
2380,Ingra Duchesne,Black,Male,55,Software Developer,New York,New York City,10260,18347.31,7
2381,Toni Townsley,White,Female,59,Sales Representative,New York,New York City,10120,22201.01,11
2382,Hill de Courcy,White,Male,35,Accountant,New York,White Plains,10606,21569.06,17
2383,Mufinella Saffer,Black,Female,29,Web Designer,New York,New York City,10131,22278.19,17
2384,Tynan Pavlasek,Black,Male,63,Web Designer,New York,Albany,12205,20223.01,10
2385,Ramona McCrachen,White,Female,50,GIS Technical Architect,New York,Brooklyn,11231,17020.4,4
2386,Skyler Godthaab,Hispanic,Male,41,Teacher,New York,New York City,10034,17485.74,1
2387,Clarice Scoggan,White,Female,30,VP Accounting,New York,New York City,10060,15408.57,16
2388,Kahaleel Tremellier,White,Male,66,Director of Sales,New York,Jamaica,11436,19602.32,12
2389,Karlyn Pack,White,Female,43,Human Resources,New York,Buffalo,14269,16160,9
2390,Giorgi O'Cosgra,White,Male,45,Director of Sales,New York,Rochester,14619,15990.05,8
2391,Helsa Salvage,White,Female,42,Librarian,New York,New York City,10034,21406.8,20
2392,Everard Brende,White,Male,19,Executive Secretary,New York,Bronx,10454,23730.86,4
2393,Barth Waything,White,Male,49,Software Developer,New York,New York City,10270,23728.22,7
2394,Desmond Elkington,White,Male,61,VP Product Management,New York,Jamaica,11480,23606.38,8
2395,Tamar Nation,Hispanic,Female,71,Research Nurse,New York,New York City,10155,16158.66,19
2396,Verne Tomaszewski,White,Male,34,Assistant Manager,New York,Buffalo,14225,23788,10
2397,Diarmid Lissandre,Hispanic,Male,47,Sales Associate,New York,New York City,10004,23124.84,7
2398,Hans Liebermann,White,Male,19,Sales Associate,New York,New York City,10034,15280.59,2
2399,Krystyna Friday,Hispanic,Female,62,VP Product Management,New York,New York City,10203,17622.05,19
2400,Baron Sangar,White,Male,27,Help Desk Technician,New York,Rochester,14683,17941.12,6
2401,Alyda Southeran,White,Female,39,Administrative Officer,New York,Bronx,10459,23465.87,13
2402,Earlie Durward,Black,Male,28,Environmental Specialist,New York,New York City,10131,21305.72,9
2403,Batholomew Grinley,White,Male,53,Safety Technician,New York,Buffalo,14210,20131.43,7
2404,Sherline Lunbech,White,Female,45,Financial Analyst,New York,Jamaica,11447,23263.6,7
2405,Ofelia Joutapavicius,Hispanic,Female,37,Assistant Professor,New York,Albany,12262,20178.54,1
2406,Darren Nickolls,Hispanic,Male,50,Executive Secretary,New York,Brooklyn,11236,16117.93,17
2407,Shaylyn Wooton,White,Female,41,Physical Therapy Assistant,New York,New York City,10024,21744.7,15
2408,Welsh Lemmers,White,Male,30,Biostatistician,New York,Schenectady,12305,21869.02,7
2409,Belinda Huckfield,White,Female,50,Recruiter,New York,Brooklyn,11215,19215.72,16
2410,Kathy Ammer,White,Female,30,Assistant Media Planner,New York,Albany,12247,17472.24,2
2411,Shannen Morilla,Black,Female,53,Associate Professor,New York,Albany,12205,22336.01,11
2412,Moritz Stanwix,White,Male,21,Web Designer,New York,Jamaica,11499,19157.96,3
2413,Teodoro Borthe,White,Male,65,Marketing Assistant,New York,Albany,12247,18155.9,13
2414,Dael Boxhill,Asian,Male,31,Account Coordinator,New York,Mount Vernon,10557,22214.76,11
2415,Thom Rickett,Hispanic,Male,30,Sales Associate,New York,New York City,10120,21656.19,3
2416,Alyosha Saxby,Hispanic,Male,24,Human Resources,New York,Buffalo,14276,15979.44,11
2417,Yoshiko Mantrup,Hispanic,Female,20,Editor,New York,New York City,10270,24563.83,13
2418,Duffie Berwick,White,Male,64,Sales Associate,New York,New York City,10160,16370.47,18
2419,Dreddy Ettridge,White,Female,48,Sales Associate,New York,Albany,12237,23302.18,6
2420,Skell Goldstein,White,Male,37,Sales Associate,New York,New York City,10019,24667.12,13
2421,Gratiana Coon,White,Female,28,Occupational Therapist,New York,New York City,10014,20044.11,20
2422,Antonius Markie,Asian,Male,59,Recruiting Manager,New York,New York City,10105,20615.11,9
2423,Doug Cluitt,White,Male,25,Software Developer,New York,Brooklyn,11215,19259.87,20
2424,Valentin Dingsdale,White,Male,55,Associate Professor,New York,New York City,10203,24701.69,8
2425,Ainslie Pluthero,Black,Female,19,Software Developer,New York,Brooklyn,11254,22282.32,7
2426,Dieter Yuryshev,Hispanic,Male,32,Assistant Manager,New York,Staten Island,10305,17188.9,3
2427,Lorilyn Eltringham,Hispanic,Female,63,Software Developer,New York,New York City,10019,24285.96,17
2428,Yasmeen Clail,Hispanic,Female,39,Administrative Officer,New York,Jamaica,11470,16251.57,1
2429,Katleen But,White,Female,45,Software Developer,New York,Rochester,14652,24496.48,3
2430,Hakim Glen,White,Male,27,Dental Hygienist,New York,Brooklyn,11205,21110.36,15
2431,Bobbette Croux,Hispanic,Female,41,Dental Hygienist,New York,Bronx,10469,23372.42,11
2432,Lane Cota,Asian,Male,18,Community Outreach Specialist,New York,New Hyde Park,11044,19552.37,9
